recipe_title,url,record_health,vote_count,rating,description,cuisine,course,diet,prep_time,cook_time,ingredients,instructions,author,tags,category
Matar Butter Masala Recipe,https://www.archanaskitchen.com/matar-butter-masala-recipe,good,819,4.959706959707,"Matar Butter Masala Recipe is a delicious and creamy green peas gravy dish. Boiled green peas dunked in a rich tomato onion gravy, while the spices give it a brilliant flavour, while the cashew paste, gives it a rich and creamy texture.  Serve the Matar Butter Masala along with   and   and   for a weekend lunch.  If you like this recipe, here are a few more gravy recipes to try",North Indian Recipes,Lunch,Vegetarian,5 M,20 M,Cashew nuts|Onions|Ginger|Garlic|Green Chilli|Green peas (Matar)|Butter (Salted)|Bay leaf (tej patta)|Turmeric powder (Haldi)|Kashmiri Red Chilli Powder|Coriander Powder (Dhania)|Salt|Tomatoes|Sugar|Fresh cream|Kasuri Methi (Dried Fenugreek Leaves)|Coriander (Dhania) Leaves,"To begin making the Matar Butter Masala Recipe, firstly boil the peas in a pressure cooker. |Place the fresh or frozen green peas in a pressure cooker with 1/2 cup of water and some salt. Pressure cook for one whistle and turn off the heat. Immediately release the pressure to prevent the peas from getting over cooked at the same time retaining its fresh green colours.  Set aside. |To make the cashew paste, ensure the cashews are soaked in hot water for 15-20 minutes. Transfer the water and cashews into a mixer jar and blend to make a smooth paste. Set aside. |To make the onion paste, in a mixer jar, combine the onions, ginger, garlic, green chilli and grind into a fine paste. Set aside. |Roughly chop the tomatoes and blend to make a puree in a mixer grinder. Keep aside.|Finally to make the Matar Butter Masala; heat butter in a heavy bottom pan over medium heat; add the bay leaf and the onion paste and saute for a good 2-3 minutes stirring continuously for about 2 minutes.|After couple of minutes, stir in the salt, turmeric powder, coriander powder and red chilli powder. Saute for 30 to 40 seconds. This sauteeing along with spices helps the raw smell go away faster and uses less oil too. |Next add the tomato puree, cover and cook for about 5 minutes or until the tomatoes get a bright red colour and are cooked completely.|Stir in the boiled peas along with the water and adjust the consistency of the gravy to your preference by adding more water if required.|Finally add in the sugar, kasuri methi and fresh cream, bring the Matar Butter Masala to a brisk boil and turn off the heat. |Adjust the salt and seasoning according to your taste, stir in the freshly chopped coriander leaves and transfer the Matar Butter Masala to a serving bowl.|Serve the hot Matar Butter Masala along with | and | and | for a weekend lunch.",Archana's Kitchen,Party Food Recipes|Vegetarian Recipes|Indian Lunch Recipes|Office Lunch Box Recipes|Green Peas (Matar/ Pattani) Recipes|Weekend Lunch Recipes,Sabzi Recipes
Cheesy Rice Poppers Recipe,https://www.archanaskitchen.com/cheesy-rice-poppers,good,2431,4.951048951049,"Cheesy Rice Poppers Recipe is a lovely finger food snack which it can be served as is as a snack or you could also serve it as an appetizer at parties. The comforting familiarity of rice, coupled with the gooey richness of stringy cheese along with the crunchiness of breadcrumbs makes this snack is a real treat. They are a crowd pleaser and kids also love them.  The best part these rice poppers are not deep fried and made in a paniyaram pan making it healthier. Serve the   along with   and a refreshing   for an evening snack.   Other recipes that you can try are:",Continental,Dinner,Vegetarian,10 M,10 M,Butter (Salted)|Garlic|Green Chillies|Onion|Green capsicum|Cooked rice|Sweet corn|All Purpose Flour (Maida)|Mint Leaves (Pudina)|Mozzarella cheese|Black pepper powder|Oil|Salt|All Purpose Flour (Maida)|Water|Whole Wheat Bread crumbs|Mixed Herbs (Dried)|Red Chilli flakes,"To begin making the Cheesy Rice Poppers Recipe, prep all the ingredients and keep ready.|Melt butter in a pan over medium heat; add garlic and green chillies, saute until the aroma wafts into the air. |Thirty seconds later add in the finely chopped onions and capsicum and saute for another minute until the onion and capsicum soften a little.|To the above mixture add the mashed rice, grated cheese, cooked sweet corn, mint leaves, black pepper powder and salt to taste. |Turn off the heat and allow it to come to room temperature for about 15 minutes and finally stir in the maida until well combined. |Cover and leave the Cheesy Rice Poppers mixture in the refrigerator for about an hour. |To make the slurry for the outer coating, in a small bowl, mix the maida and water to make a slurry. |In another bowl, combine the bread crumbs with red chilli flakes and mixed herbs, set aside. |Heat oil in a paniyaram pan for pan frying the Cheesy Rice Poppers, on medium heat. |Remove the Cheesy Rice Poppers mixture from the refrigerator, grease your palms with oil, make lemon sized balls, dip them in the maida slurry, roll it in the bread crumb mixture and lower into the paniyaram pan cavities.|Pan fry until it gets an even brown colour. Add more oil while pan frying so it gets evenly crisp on all sides.|Serve hot Cheesy Rice Poppers along with | and a refreshing | for an evening snack.",Archana's Kitchen,Party Food Recipes|Tea Party Recipes|Cheese Recipes|After School Snack Recipes|Leftover recipes,Continental Party Appetizer & Starter Recipes
Savory Shrimps On Skillet Recipe,https://www.archanaskitchen.com/savory-shrimps-on-skillet-recipe,good,179,5.0,"Savory Shrimps on skillet is a recipe where shrimps are shallow fried on a skillet using butter. This can be served as a party appetizers or whenever you are expecting some guests. They are easy to make and gets ready in no time. You can also serve it as a side dish along with your meal. Serve Savory Shrimps on skillet along with other starters such as   and   to your guests. If you like this recipe, you can also try other Shrimp recipes such as",Indian,Appetizer,Non Vegeterian,20 M,8 M,Shrimps|Butter (Salted)|Orange color|Lemon juice|Honey|Black pepper powder|Garlic|Ginger|Fresh Thyme leaves,"To begin making the Savory Shrimps On Skillet recipe, Devein and de shell the shrimps. Keep the tail on if you want.|In a small bowl, mix together ingredients mentioned for sauce. Add shrimps into the sauce and mix well and marinate for 20 minutes.|Add 3-4 drops of orange food color into the marinated shrimps and mix well. (you can skip this step too)|Next, heat a skillet. Add 1/2 tablespoon butter and once the butter is melted, remove the shrimps out from the marination sauce and place on top. Don't overcrowd.|Fry in two batches if there isn't any room. Reserve the remaining sauce for later use. Fry on medium heat for about 2 minutes on one side and then flip them all.|Fry on the other side similarly. Once they look all browned and fried nicely, remove them out on a plate and repeat for the next batch.|Switch off the stove.Now, mix all the fried shrimps together in a same skillet and drizzle the reserved sauce over them.|Mix well and serve. Serve Savory Shrimps on skillet along with other starters such as | and | to your guests.",Pooja Nadkarni,Side Dish Recipes|Party Starter & Appetizer Recipes|Shrimp Recipes,Fish Recipes
Goan Sorak Curry Recipe,https://www.archanaskitchen.com/goan-sorak-curry-recipe,good,1967,4.8530757498729," is a sweet, spicy, tangy and delicious curry made with a freshly ground coconut masala which has a perfect blend of coconut, onion, garlic and red chillies. It is a flavourful curry with sweet notes from the addition of jaggery, tangy notes from fresh kokum, and heat from the red and green chillies.  Serve the Goan Sorak Curry along with   or even   for lunch or dinner. If you like this recipe, you can also try other Goan recipes such as",Goan Recipes,Dinner,Vegetarian,15 M,15 M,Oil|Kokum (Malabar Tamarind)|Green Chillies|Jaggery|Salt|Coriander (Dhania) Leaves|Fresh coconut|Onion|Garlic|Cumin seeds (Jeera)|Coriander (Dhania) Seeds|Dry Red Chillies|Turmeric powder (Haldi),"To begin making the Goan Sorak Curry Recipe, we will first grind the sorak curry masala. |In a mixer jar, combine the onion, garlic, cumin seeds, coriander seeds, dry red chillies, coconut and turmeric. Add 1/2 cup of warm water and blend to make a smooth paste. |Heat oil in a heavy bottom pan over medium heat; add the green chilli and the freshly ground goan sorak curry masala. Saute for 2 minutes or until the raw smell of the masala disappears. |Next add in the salt, jaggery, kokum, one cup of water and bring the goan sorak curry to a brisk boil. |Adjust the salt and seasoning according to your taste. Turn off the heat and garnish the goan sorak curry with coriander leaves and serve. |Serve the Goan Sorak Curry along with | or even | for lunch or dinner.",Archana's Kitchen,Vegetarian Recipes|Indian Lunch Recipes|Goan Recipes|Kokum Recipes,Indian Curry Recipes
Toffee Banana Recipe (Classic Chinese Dessert),https://www.archanaskitchen.com/toffee-banana-recipe-classic-chinese-dessert,good,879,4.8691695108077,"Toffee banana recipe is a typical Asian sweet/ dessert. Banana slices are dipped in a flour batter, deep-fried , then coated with caramelized sugar syrup (toffee) and then finally sprinkled with sesame seeds. This sweet has a combination of textures- the batter frying makes the fruit soft and sweet, toffee coating makes it brittle and sesame seeds give it a crunch. You can also use other fruits like apple or pineapple for an added twist. Toffee Banana recipe served with vanilla ice cream makes for an unusual indulgent dessert. Here are few more unusual   to try",Chinese,Dessert,Vegetarian,10 M,60 M,Ripe Bananas|Sesame seeds (Til seeds)|Sesame seeds (Til seeds)|Oil|Chilled water|All Purpose Flour (Maida)|Corn flour|Oil|Baking powder|Sugar|Water,"To begin making Toffee Banana recipe, first heat oil in a wok for deep frying.|To make the batter, in a mixing bowl add the flours, baking powder and oil.|Add cold water as required to make a thick batter.|Dip the banana slices in the batter, coat all over and deep fry until they just turn golden.|Take out on an absorbent paper/kitchen towel.|In a saucepan, heat the sugar and water. Cook on low heat till the sugar caramelizes.|Take it off the heat .|Working quickly, dip the banana fritters in the hot toffee, coat all over (use a spoon or fork) and drop them in  a bowl of iced water so that the toffee hardens immediately.|Take them out of the water ,drain excess water and sprinkle sesame seeds on top of the toffee bananas.|Serve Toffee Banana as it is or with ice cream for a wholesome dessert.",Madhuli Ajay,Party Food Recipes|Banana Recipes|After School Snack Recipes,Indian Chinese Recipes
Mango Tomato Bean Salsa Recipe,https://www.archanaskitchen.com/mango-tomato-bean-salsa-recipe,good,448,4.859375,"Mango Tomato Bean Salsa is a refreshing summer dish. Sweet ripe mangoes combined with onions, tomatoes, beans and jalapenos seasoned with lemon juice and tabasco sauce is an absolute flavor burst in your mouth.  Mango being the king of fruits, is loaded up with Vitamin C, Vitamin A and Vitamin B6 making it a highly nutritious. Mango has many nutritional properties as it helps in digestion, fights cancer, alkalize the body and surprisingly even aids in weight loss. Mango Tomato Bean Salsa has a perfect mix of fiber and proteins. Serve   as an appetizer or served along with some   or serve it as a simple salad alongside other Mexican appetizers such as   or  You can also try other Salsa recipes such as  ",Mexican,Appetizer,Vegetarian,10 M,0 M,Mango (Ripe)|Tomato|Onion|Rajma (Large Kidney Beans)|Pickled Jalapenos|Mint Leaves (Pudina)|Lemon juice|Coriander (Dhania) Leaves|Salt|Cumin powder (Jeera)|Red Chilli powder,"To begin making the Mango Bean Salsa Recipe, prep all the ingredients and keep ready.|Soak the rajma for at least 8 hours. Cook the rajma in the pressure cooker for about 35 minutes until soft and well cooked. Allow the pressure to release naturally.|Tip: when you are making a rajma masala or any other dish that requires rajma, it's a good idea to cook a little extra for this salsa and keep refrigerated. Helps in putting the salsa together in a jiffy. |In a large mixing bowl, combine the chopped ripe mangoes, onion, tomato, boiled rajma, jalapenos, coriander and mint leaves. |Season the mango bean salsa with cumin powder, red chilli powder, salt, lemon juice and tabasco sauce. Mix the salsa well and serve chilled|Serve Mango Tomato Bean Salsa as an appetizer or served along with some | or serve it as a simple salad alongside other Mexican appetizers such as | or ",Archana's Kitchen,Side Dish Recipes|Tomato Recipes|Healthy Recipes|Party Starter & Appetizer Recipes|Mango Recipes|Green Beans Recipes (French /Haricot)|Salsa Recipes|Mother's Day Recipe Contest 2016,Continental Party Appetizer & Starter Recipes
Coorg Style Kumbala Curry Recipe (Pumpkin Sabzi),https://www.archanaskitchen.com/coorg-style-kumbala-curry-recipe-pumpkin-sabzi,good,1181,4.8569009314141,"Coorg Kumbala Curry Recipe (Pumpkin Sabzi) is an authentic dish from Coorg where in diced pumpkins are simmered in a coconut base resulting in a creamy, mildly spicy, tasty curry. The mild flavor of Cumin seeds and garlic enhances the flavor of the curry. Serve Coorg Kumbala Curry Recipe (Pumpkin Sabzi) with   and steamed rice. If you like this recipe, try more recipes like",Coorg,Side Dish,Vegetarian,15 M,15 M,Kaddu (Parangikai/ Pumpkin)|Turmeric powder (Haldi)|Salt|Fresh coconut|Cumin seeds (Jeera)|Green Chillies|Oil|Mustard seeds (Rai/ Kadugu)|Curry leaves|Dry Red Chillies|Dry Red Chillies,"To begin making Coorg Kumbala Curry Recipe (Pumpkin Sabzi), Scoop out the seeds from the pumpkin and dice it into cubes . Retain the skin |Add turmeric,salt and Place the pumpkin in a pan and pour around 2 cups of water, to immerse pumpkins completely. Cook on a medium heat, covered.|Meanwhile in a grinder, grind the ingredients mentioned to be ground- to a smooth paste. Add a little water to grind along.|Once pumpkin in the pan is almost cooked, add the ground masala and mix. Simmer for another 3 mins. Remove from heat.|Prepare the tempering by heating oil in a small pan. Once the oil is hot, add the mustard seeds on a medium heat.|When they splutter, add the curry leaves, dried red chilies and garlic, stir till garlic is done, and pour the tadka over the pumpkin curry.|Serve Coorg Kumbala Curry Recipe (Pumpkin Sabzi) with | and steamed rice.",Smitha Kalluraya,South Indian Recipes|Indian Lunch Recipes|Pumpkin Recipes (Kaddu / Poosanikai)|Coconut Recipes,Indian Curry Recipes
Kurkuri Bhindi And Onion Masala Recipe,https://www.archanaskitchen.com/kurkuri-bhindi-and-onion-masala-recipe,good,782,4.6176470588235,"Kurkuri Bhindi And Onion Masala is a go to recipe for your house parties. Simple yet something different, I am sure your guests will love it. Try this twist to your regular bhindi and you will make it again and again. Serve Kurkuri Bhindi And Onion Masala along with  and   for a weekday meal. If you like this recipe, you can also try other Bhindi recipes such as",North Indian Recipes,Lunch,Vegetarian,15 M,45 M,Bhindi (Lady Finger/Okra)|Gram flour (besan)|Red Chilli powder|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Amchur (Dry Mango Powder)|Salt|Water|Oil|Cumin seeds (Jeera)|Mustard seeds (Rai/ Kadugu)|Asafoetida (hing)|Green Chilli|Onions|Coriander (Dhania) Leaves,"To begin making the Kurkuri Bhindi And Onion Masala recipe, Firstly we will make the kurkuri bhindi. Take a |, add the sliced bhindi, besan, 1/2 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1/2 teaspoon coriander powder, 1/2 teaspoon amchur powder, required salt and a little water. Mix everything properly.|Once it is done, heat oil in a |and fry the bhindis. Once done, take it out on the absorbent paper to absorb the extra oil. Keep it aside.|Now heat oil in a different wok. Add cumin seeds, mustard seeds, hing and green chillies.|After 10 to 15 seconds add in the ginger garlic paste. Saute it for a minute and then add the chopped onions. Cook till it becomes soft and translucent.|Add in the remaining red chilli powder, turmeric powder, coriander powder and the required salt. Mix it, cover the kadai and let it cook for 3 to 4 minutes.|Add in the fried bhindi and mix it properly. Cook for two more minutes, switch off the stove and garnish with chopped coriander leaves.|Serve Kurkuri Bhindi And Onion Masala along with |and | for a weekday meal.",Pooja Thakur,Indian Lunch Recipes|Office Lunch Box Recipes|Indian Dinner Recipes|Onion Recipes,Sabzi Recipes
Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe),https://www.archanaskitchen.com/kerala-cherupayar-curry-recipe-green-moong-and-yellow-moong-dal-recipe,good,22372,4.9217772215269,"Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe) is a comforting dal made from a blend of green mung bean and yellow mung bean lentil. Cherupayar refers to the green moong lentil in Malayalam. The curry is made with simple flavors and the addition of coconut oil in the dal lifts the whole flavor of the dish. Mung Beans are a high source of fiber, protein and antioxidants. As it has the high nutrient intensity it will be really helpful for fighting diseases like diabetes and obesity. Serve the Kerala Cherupayar Curry Recipe along with   or  . It can also be paired with   for a lunch box. If you are looking for more dal recipes here are some :",Kerala Recipes,Lunch,High Protein Vegetarian,60 M,30 M,Green Moong Dal (Whole)|Yellow Moong Dal (Split)|Pearl onions (Sambar Onions)|Mustard seeds (Rai/ Kadugu)|Curry leaves|Dry Red Chilli|Turmeric powder (Haldi)|Salt|Coconut Oil|Fresh coconut|Green Chilli|Cumin seeds (Jeera),"To begin making the Kerala Cherupayar Curry Recipe, soak the green mung bean in water for at least 2 hours.|Pressure cook the green mung bean with water for about 4 whistle till it is just cooked. Once the pressure has released naturally, take them out and pressure cook the yellow moong dal now by adding some water, turmeric powder and pressure cook for 4 whistle.|Wait for the pressure to release naturally and mash the dal to a smooth paste.|Heat a kadai with oil, add mustard seeds and allow it splutter for few seconds and add curry leaves and be careful as it will splutter quickly.|Add the whole shallots and saute until they soften. Add mashed yellow moong dal along with cooked green moong dal and mix well. Cook in simmer.|Meanwhile grind the coconut, green chilli, cumin seeds in a mixer and grind it into a smooth paste by adding little water. |Add this ground paste into the boiling dal, adjust your salt levels and boil for another 10 minutes and serve hot. |Serve the Kerala Cherupayar Curry Recipe along with | or |. It can also be paired with | for a lunch box.",Archana's Kitchen,High Protein Vegetarian Diet Recipes|South Indian Recipes|Indian Lunch Recipes|Office Lunch Box Recipes|Indian Vegetarian Recipes|Kerala Recipes|Indian Dinner Recipes|Moong Dal Recipes,Indian Curry Recipes
Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,https://www.archanaskitchen.com/kela-matar-ki-sabzi-recipe-raw-banana-green-peas-stir-fry,good,1181,4.9373412362405,"Kela Matar Ki Sabzi is a Jain Style no onion, no garlic recipe. It is a simple recipe which is made with boiled raw bananas and stir frying them them with boiled green peas and cumin seeds and dry spice powders of cumin and coriander seeds.  Steamed or boiled green bananas are some of the healthiest ways to have green bananas. Green Bananas are full of fiber,good for heart, rich source of vitamin C and vitamin B6 and they have low sugar content.  Peas are the most nutritious vegetables and is good source of fiber and Vitamins A, K & C and potassium and magnesium  which keeps all of our body cells functioning properly. A diabetic friendly dish, serve this Kela Matar ki Sabzi along with  ,   and   for a Diabetic Friendly Meal.  Serve this nutritious and tasty and simple to prepare Kela Matar ki Sabzi with  ,  ,   and Steamed Rice.  ",North Indian Recipes,Lunch,No Onion No Garlic (Sattvic),15 M,20 M,Raw Banana|Green peas (Matar)|Cumin seeds (Jeera)|Green Chilli|Turmeric powder (Haldi)|Coriander Powder (Dhania)|Cumin powder (Jeera)|Amchur (Dry Mango Powder)|Lemon|Oil|Coriander (Dhania) Leaves|Salt,"To begin making Kela Matar ki Sabzi first cut the raw bananas into half and pressure cook the bananas with 1/4 cup of water for 2 to 3 whistles. Turn off the heat and allow the pressure to release naturally. |Once the pressure has released, peel the skin from the raw banana and slice them into roundels. |Heat oil in a kadai over medium heat. Once the oil is hot, add cumin seeds, when they begin to sizzle, add green chilies.|Add salt, coriander powder, cumin powder, amchur powder, garam masala powder and turmeric powder and mix well. |Next add the boiled peas and cooked raw banana slices  and mix well.|Sprinkle some water, cover and cook the Kela Matar ki Sabzi until all the masalas get well coated - for about 4 to 5 minutes.|Check the salt and spices and adjust to taste accordingly. Finally add the juice from the lemon and stir in the chopped coriander leaves and serve.|Serve this nutritious and tasty and simple to prepare Kela Matar ki Sabzi with |, |, | and Steamed Rice.|A diabetic friendly dish, serve this Kela Matar ki Sabzi along with |, | and | for a Diabetic Friendly Meal.",Archana's Kitchen,Indian Lunch Recipes|Office Lunch Box Recipes|No Onion No Garlic Recipes|Indian Diabetic Recipes|Indian Dinner Recipes|Jain Recipes|Raw Banana Recipes|Green Peas (Matar/ Pattani) Recipes|Ayurvedic Recipes,Sabzi Recipes
Creamy Chicken Pesto Spaghetti Pasta Recipe,https://www.archanaskitchen.com/creamy-chicken-pesto-pasta-recipe,good,1162,4.9044750430293,"The   is a lip smacking pasta recipe that is made from a fresh homemade basil pesto. The Pasta Recipe is a favourite among kids as well as adults. It is very easy to make and takes only 20 minutes to get prepared. It has no added cream or cheese which makes it perfect for weight watchers. Serve   with   and a   for a healthy weekend dinner. If you like this Creamy Chicken Pesto Pasta Recipe, you can also try other Pasta recipes such as :   ",Italian Recipes,Dinner,High Protein Non Vegetarian,10 M,20 M,Extra Virgin Olive Oil|Chicken breasts|Spaghetti Pasta|Basil leaves|Walnuts|Parmesan cheese|Garlic|Extra Virgin Olive Oil|Salt|Whole Black Pepper Corns|Lemon juice,"To begin making the Creamy Chicken Pesto Pasta Recipe, heat a sauce pan with enough water. Sprinkle salt in order to increase the cooking process.|Add the spaghetti pasta into the boiling water, and wait till it softens.Cook until it becomes al dente (just cooked) and strain it under running water to stop the cooking process. |Drizzle olive oil into the pasta, toss it well and keep it aside. |The next is to make the basil pesto. Into a mixer grinder, add the basil leaves, garlic, olive oil, walnuts, parmesan, pepper and salt. Blend to make a smooth pesto mixture. Add a little water if required. Squeeze in some lemon juice into the pesto.|Take out the sun dried tomatoes from the jar. And cut them into small bite size pieces. Set them aside.|Cube the chicken breast. Also mince some garlic and set aside.|In a |, add some olive oil and add minced garlic to the pan and give it a toss. Add chicken and cook till it has turned white from pink and is roasted well. Season with salt and black pepper according to your taste.|Into the saucepan, add the basil pesto, boiled pasta and the chopped sundried tomatoes.|Toss the Creamy Chicken Pesto Pasta together and stir fry on medium heat until all of them come together. Check the salt to taste and adjust accordingly.|Turn off the heat and transfer the Creamy Chicken Pesto Pasta to a serving bowl.|Serve Creamy Chicken Pesto Pasta Recipe with | and a | for a healthy weekend dinner.",Anshu Pande,Party Food Recipes|Healthy Recipes|Italian Recipes|Weekend Dinner Ideas|Spaghetti Recipes|Pesto Recipes,Pasta Recipes
